ID,PredictedProb
0,0.2820000000000001
1,0.7406666666666666
2,0.7706666666666665
7,0.5670000000000003
10,0.8366666666666668
11,0.6646825396825397
13,0.9436666666666665
14,0.5393333333333333
15,0.9440000000000001
16,0.8453078018398622
17,0.7672703901497401
18,0.7396666666666666
19,0.9153333333333334
20,0.8161364379084969
25,0.9203333333333332
26,0.784
29,0.6809803921568628
38,0.9669999999999999
41,0.9390000000000002
44,0.568
45,0.32433333333333336
47,0.6903333333333332
48,0.6156666666666666
49,0.9323036769138034
50,0.7746692307692308
53,0.43972782421920353
56,0.5346666666666665
59,0.8486666666666668
60,0.7376666666666668
64,0.7734579617864256
65,0.9646666666666666
66,0.8489999999999998
68,0.8813333333333334
69,0.80729435822311
70,0.945
71,0.7625040650406503
72,0.6563632127535507
76,0.8766666666666665
80,0.7162707718922005
82,0.6383333333333334
83,0.9306666666666668
85,0.9263112393810726
86,0.8483333333333332
87,0.7739364583333332
89,0.8015386110728442
97,0.7776666666666667
99,0.6345159420289853
101,0.8201443015798238
102,0.25066666666666665
103,0.6525747126436784
104,0.4756547922781469
106,0.9490000000000001
107,0.6466666666666666
109,0.9206666666666667
111,0.49817323943661973
113,0.8489333333333334
114,0.520033552631579
118,0.926
119,0.6612583973191037
120,0.8689999999999999
123,0.7295603493776853
128,0.2846666666666667
129,0.8323333333333333
131,0.8603333333333333
133,0.6555632610572787
134,0.7226666666666668
136,0.9613333333333335
137,0.736093884582257
139,0.8129550879660328
140,0.9196666666666666
142,0.6754444444444444
144,0.6439999999999999
146,0.8698050031269542
147,0.7121618419362492
148,0.9620876750700281
150,0.25733333333333336
151,0.1446666666666667
152,0.9549999999999998
155,0.9943333333333334
158,0.8375641411220358
159,0.6293011494252874
160,0.9656666666666667
161,0.6821516647081864
165,0.9443333333333334
166,0.3583333333333334
170,0.8753333333333335
171,0.7783333333333332
174,0.8114766112266112
175,0.6349387387387389
179,0.705185843989012
180,0.9106666666666667
181,0.9316666666666666
184,0.6968741854636593
185,0.4233333333333335
187,0.8370000000000001
188,0.7859999999999999
190,0.763
