ID,PredictedProb
0,0.28533333333333327
1,0.7639999999999999
2,0.8142222222222222
7,0.543924670433145
10,0.8424444444444443
11,0.5928266666666667
13,0.9353333333333333
14,0.568
15,0.9364444444444445
16,0.8014452159581658
17,0.782056553269204
18,0.7464444444444447
19,0.8986666666666666
20,0.7996111111111115
25,0.940888888888889
26,0.7915555555555557
29,0.7177777777777776
38,0.9657777777777776
41,0.9524444444444446
44,0.5937777777777778
45,0.30466666666666664
47,0.6706666666666665
48,0.6355555555555554
49,0.9285662557553453
50,0.7542221031633805
53,0.45674551971326166
56,0.5066666666666666
59,0.83
60,0.7666666666666667
64,0.7962559719024125
65,0.9797777777777776
66,0.7937777777777778
68,0.8808888888888888
69,0.7841251167176313
70,0.9384444444444445
71,0.7275555555555555
72,0.5831257510556569
76,0.8806666666666665
80,0.7430536190773911
82,0.6693333333333332
83,0.9353333333333335
85,0.9316035811609158
86,0.827777777777778
87,0.7499999999999999
89,0.803297518133647
97,0.7715555555555557
99,0.6544444444444446
101,0.8340704876875609
102,0.258
103,0.6357777777777778
104,0.4846275431811623
106,0.9615555555555555
107,0.6531111111111111
109,0.9204444444444445
111,0.4941809531282695
113,0.8273333333333334
114,0.5456728331479958
118,0.912888888888889
119,0.6406797545507504
120,0.8773333333333333
123,0.7474040653182568
128,0.25377777777777777
129,0.8184444444444445
131,0.8731111111111112
133,0.6613571583279185
134,0.7315555555555555
136,0.9527670250896056
137,0.7323215585527724
139,0.8489895891145834
140,0.9275555555555557
142,0.6949912854030502
144,0.6337777777777778
146,0.8675555555555559
147,0.7093274985970156
148,0.9443913043478264
150,0.24533333333333326
151,0.14466666666666667
152,0.9546666666666667
155,0.9937777777777779
158,0.8445840496735229
159,0.6120073404770027
160,0.9695555555555555
161,0.6785330108047088
165,0.958
166,0.4044444444444445
170,0.8786666666666667
171,0.7931111111111112
174,0.7548888888888888
175,0.7118518518518518
179,0.7113976282610969
180,0.942161616161616
181,0.909777777777778
184,0.6836222222222222
185,0.4091111111111111
187,0.8402222222222222
188,0.782222222222222
190,0.7732007469654526
191,0.7348888888888887
192,0.6836646266951684
193,0.8722222222222221
196,0.8724814814814814
197,0.6105965501165502
198,0.7110313649765332
205,0.0951111111111111
211,0.849777777777778
213,0.7363840579710144
214,0.8769979826010482
217,0.6369440632742519
218,0.8194324420677364
221,0.6655555555555556
222,0.4964009906741954
225,0.7785700483091785
229,0.7333333333333333
236,0.6643926538968667
237,0.9392264705882352
238,0.7626666666666667
239,0.9377777777777778
242,0.7037490196078434
245,0.8361067088764073
246,0.8297777777777778
247,0.957777777777778
248,0.9766666666666667
254,0.8763588623010059
255,0.5093333333333333
257,0.9357777777777777
259,0.7996576757917339
264,0.8628135753874971
270,0.6755555555555555
272,0.949111111111111
274,0.4534444444444445
275,0.46622222222222204
278,0.7422222222222223
280,0.2722222222222222
281,0.15444444444444447
282,0.24844444444444438
283,0.7583579849946412
284,0.9482222222222223
286,0.911454222013767
287,0.9326060606060607
288,0.9344444444444445
289,0.8038885376319586
290,0.5482222222222222
291,0.5547234699940581
294,0.6250526315789475
295,0.34609999999999996
297,0.5952843918397833
299,0.7077777777777777
305,0.7933333333333333
307,0.5637526199182804
308,0.8506984273047292
313,0.6211111111111112
314,0.6349475184888177
315,0.7313968254782454
316,0.9646666666666667
317,0.7869973317299844
319,0.618945260196906
322,0.7619558251874164
323,0.8082222222222223
324,0.8882222222222224
326,0.8810327967609519
327,0.8266666666666667
329,0.97
330,0.024
331,0.33852256448255186
336,0.3208666666666666
337,0.4699999999999999
338,0.842911111111111
340,0.923111111111111
345,0.4075555555555555
347,0.9088888888888889
348,0.8008888888888889
350,0.9815555555555556
352,0.8284444444444446
356,0.9555555555555556
357,0.8768888888888889
358,0.9502222222222222
359,0.7575555555555553
361,0.7980172386448547
363,0.407061728395062
364,0.8297777777777778
368,0.8668888888888892
376,0.9942222222222221
378,0.6879854516176259
382,0.662084656084656
384,0.5666666666666667
385,0.8976368563685637
388,0.11488888888888887
389,0.94
391,0.570888888888889
392,0.7312148148148148
395,0.8722222222222223
396,0.8024444444444443
397,0.752195713080991
399,0.7744444444444445
404,0.8946666666666668
407,0.3815723133149269
409,0.9062190680720564
410,0.7971111111111112
413,0.826593905711147
414,0.48466666666666675
416,0.7409668109668109
418,0.7520860152588978
419,0.6251050873441824
420,0.8721764705882354
422,0.9373333333333335
423,0.7489444444444443
427,0.7066222222222222
429,0.9873333333333335
430,0.5625917312661498
431,0.8048592459742073
432,0.6519457994579947
433,0.9000000000000001
434,0.054666666666666676
436,0.7214499733538734
437,0.9140829534658786
451,0.8519999999999999
452,0.6708183395291202
454,0.6584444444444445
457,0.8991860753486766
458,0.822
460,0.5134680965098727
461,0.9545757575757575
462,0.6956028131603996
463,0.8132296632906801
465,0.951111111111111
467,0.8386666666666668
473,0.8533333333333334
474,0.9322222222222222
480,0.08111111111111112
481,0.7540000000000001
483,0.9288542568542569
484,0.5915555555555556
485,0.5527164750957855
487,0.9326666666666666
490,0.9808509485094851
491,0.8748888888888888
492,0.5779588584673331
496,0.8382222222222223
497,0.6415555555555557
498,0.710406349206349
499,0.9185185185185184
501,0.6913333333333334
502,0.7646666666666667
503,0.8644586470122767
506,0.85805
507,0.6270435773646816
508,0.6182924379928987
509,0.7214970760233919
510,0.814380332767621
511,0.9099649122807019
513,0.8122222222222223
515,0.9388888888888887
521,0.4855555555555555
522,0.8058063492063493
523,0.8219102077687448
525,0.946
529,0.856888888888889
530,0.6164444444444445
531,0.5908888888888889
533,0.7814170558516044
534,0.6448888888888888
535,0.9131111111111113
537,0.6875060858761235
541,0.6295555555555555
542,0.8039674460210021
543,0.5788677493558124
544,0.8816884956065566
545,0.6577132602482759
549,0.8555555555555552
550,0.9097777777777777
551,0.8433333333333332
553,0.7249276282493674
556,0.8622222222222222
558,0.4755265700483091
560,0.6615555555555558
563,0.4911111111111111
564,0.9466666666666667
567,0.41733333333333317
572,0.5704444444444445
573,0.8989230769230767
577,0.9048888888888889
583,0.7263509031639988
584,0.8691552705473212
585,0.7937650935695416
586,0.792698991073963
588,0.7254253968253968
590,0.808888888888889
591,0.7928888888888889
593,0.9795555555555555
594,0.7353333333333333
597,0.7988888888888889
598,0.6830001274568894
599,0.9164444444444444
603,0.7811851851851852
